C#CCCC1(CC(=O)Nc2ccc(CSCC)cc2)N=N1
C#CCCC1(CC(=O)Nc2nnc(-c3cccc(OC)c3)s2)N=N1
C#CCCC1(CC(=O)OCc2ccc(Br)cc2C)N=N1
C#CCCC1(CCC(=O)N2CSCC2C(=O)N2CCSCC2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccccc2C(=O)OCC)N=N1
C#CCCC1(CCC(=O)N2CCC(OCc3ccc(Cl)c(Cl)c3)CC2)N=N1
C#CCCC1(CCNC(=O)c2ccc(C)c(C(C)(C)C)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCc3ccccc3C2C(=O)OC)N=N1
C#CCCC1(CCNC(=O)c2cc(C3CCOCC3)no2)N=N1
C#CCCC1(CCC(=O)N2CC3CCC(C2)N3C(C)C)N=N1
C#CCCCC1(CCCC(=O)NCCCCCCSC)N=N1
C#CCCC1(CCCNC(=O)Cc2cccc(OC(F)F)n2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccn(-c3ccccc3C(F)(F)F)n2)N=N1
C#CCCC1(CCC(=O)N2CCC(CN(C)C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCC(=O)N[C@H]2C[C@H]2[C@H]2C[C@H]2C(=O)O)N=N1
C#CCCC1(CCNC(=O)c2cc(OC)cc3ccoc23)N=N1
C#CCCC1(CC(=O)NCC(S)C(C)C)N=N1
C#CCCC1(CC(=O)OCCC2CC(C(=O)OC)C2)N=N1
C#CCCC1(CCNC(=O)C2CN(C(=O)OCc3ccccc3)CC23CCOCC3)N=N1
C#CCCC1(CCCNC(=O)c2cccc(Oc3ccccc3)c2)N=N1
C#CCCC1(CC(=O)N2CCC(C)CCC2c2cccn2C)N=N1
C#CCCC1(CCCNC(=O)CCN2CCNC(=O)C2)N=N1
C#CCCC1(CCC(=O)NCc2nc(C)sc2C)N=N1
C#CCCC1(CCNC(=O)c2oc(C3CCCNC3)nc2C)N=N1
C#CCCC1(CC(=O)OC2C=CN(C(=O)OC(C)(C)C)CC2)N=N1
C#CCCC1(CC(=O)N[C@@H]2CCN(C(=O)OC(C)(C)C)[C@H]2C(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CCCC(c3ccc([N+](=O)[O-])cc3)C2)N=N1
C#CCCC1(CCCNC(=O)C=Cc2ccc(CC)o2)N=N1
C#CCCC1(CCOC(=O)c2cccc3oc(N(C)C)nc23)N=N1
C#CCCC1(CCSc2nnc(C3CC3)n2C)N=N1
C#CCCC1(CC(=O)N(CC)CCOc2ccccc2OC)N=N1
C#CCCC1(CC(=O)N2CCN(Cc3ccccn3)CC2)N=N1
C#CCCC1(CCCNC(=O)C(C)C2CCCC2)N=N1
C#CCCC1(CC(=O)N2CCCC2c2nc(C)cs2)N=N1
C#CCCC1(CC(=O)NC[C@@H]2CCC[C@H](C#C)C2)N=N1
C#CCCC1(CCSc2ccnc(C)c2Cl)N=N1
C#CCCCC1(CCCC(=O)OC(c2ccccc2F)C(C)[N+](=O)[O-])N=N1
C#CCCCC1(CCCC(=O)NCCC(C)CC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)NC(C(=O)NC)C2CCCCC2)N=N1
C#CCCC1(CCOC(=O)c2cc3c(C(=O)OC)cccc3s2)N=N1
C#CCCC1(CCC(=O)N2CCC(C)C2c2ccc(C(F)(F)F)cc2)N=N1
C#CCCC1(CCOC(=O)c2cc(C(C)=O)cn2C)N=N1
C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)N3CCN(c4ccccc4)CC3)ccc2Cl)N=N1
C#CCCC1(CC(=O)N2CCCC2c2ncon2)N=N1
C#CCCC1(CCOC(=O)c2cn(Cc3ccccc3)nc2-c2ccccc2OC)N=N1
C#CCCCC1(CCCC(=O)N2CC(=O)N(C(C)CSC)C2C)N=N1
C#CCCC1(CCC(=O)N(C)c2cc(OC)cc(OC)c2)N=N1
C#CCCC1(CCOC(=O)C2CCCC(C)(C)CC2)N=N1
C#CCCC1(CCOC(=O)C2Cc3ccccc3CN2C(C)=O)N=N1
C#CCCC1(CC(=O)Nc2cccc(OC3CCNCC3)c2)N=N1
C#CCCC1(CCC(=O)NC23CC4CC(C2)CC(NC(=O)CCC2(CCC#C)N=N2)(C4)C3)N=N1
C#CCCC1(CC(=O)N2CCC3COCC3C2)N=N1
C#CCCC1(CC(=O)Nc2cccc([S+](C)[O-])c2)N=N1
C#CCCC1(CCCNC(=O)C2Cc3ccccc3CN2S(=O)(=O)c2cc(C)ccc2C)N=N1
C#CCCC1(CCNC(=O)c2ccc(CN(C)C(=O)C3CCSC3)cc2)N=N1
C#CCCCC1(CCCC(=O)NCc2cc3c(cc2OCC)CC(C)O3)N=N1
C#CCCC1(CCOC(=O)c2csc(C)c2CC)N=N1
C#CCCC1(CCNC(=O)c2cccc(S(=O)(=O)NC(C)(C)C)c2)N=N1
C#CCCC1(CCC(=O)OCC(C)OCc2ccccc2)N=N1
C#CCCCC1(CCCC(=O)NNC(=O)COc2ccccc2-c2ccccc2)N=N1
C#CCCC1(CCC(=O)NCC(c2cccc(F)c2)N2CCOCC2)N=N1
C#CCCC1(CCNC(=O)CCc2ccc(OC)c(OC)c2)N=N1
C#CCCC1(CCC(=O)OC(CS(=O)(=O)N(C)C)C2CCC2)N=N1
C#CCCC1(CCC(=O)NC(C)(C(=O)OCC)c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N2CC(O)(CCC)C2)N=N1
C#CCCC1(CC(=O)N2CC(C(F)(F)F)CCC2C)N=N1
C#CCCC1(CC(=O)Nc2nc3ccc(C(F)(F)F)cc3s2)N=N1
C#CCCC1(CC(=O)NCC2(c3ccccc3Br)CC2)N=N1
C#CCCC1(CCC(=O)NC2CCCN(C(=O)OC(C)(C)C)c3ccccc32)N=N1
C#CCCCC1(CCCC(=O)N2CCC(N3CCC(N(C)C)CC3)CC2)N=N1
C#CCCCC1(CCCC(=O)NC[C@H]2CC[C@H](CNC(=O)OC(C)(C)C)CC2)N=N1
C#CCCC1(CC(=O)NCCc2nnc3n2CCOC3)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(NC(=O)NN(C)C)c2)N=N1
C#CCCC1(CCOC(=O)[C@H]2CCN2C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)NC(C)CNC(=O)OC)N=N1
C#CCCC1(CC(=O)N(C)C(C)Cc2ccsc2)N=N1
C#CCCC1(CCCNC(=O)c2ccccc2-c2ncc(-c3ccccc3F)o2)N=N1
C#CCCCC1(CCCC(=O)N2CC(C(F)(F)F)OC(C)(C)C2)N=N1
C#CCCC1(CC(=O)Nc2nc3ccc(CC)cc3s2)N=N1
C#CCCC1(CCNC(=O)[C@@]2(C)CCCN2)N=N1
C#CCCC1(CCC(=O)N2CCCC2C2CCCC2=O)N=N1
C#CCCC1(CCC(=O)N2CCC(n3nc(C(C)C)[nH]c3=O)CC2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccn[nH]2)N=N1
C#CCCC1(CC(=O)NC2CCN(Cc3cc(Cl)cc(Cl)c3)CC2)N=N1
C#CCCC1(CCC(=O)N(CCC#N)C2CCN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CC(=O)N(C)[C@H]2C[C@@H]2c2ccccc2)N=N1
C#CCCC1(CCCNC(=O)c2nc(-c3ccn(C)n3)ncc2C)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2COCC[C@@H]2c2ccccc2)N=N1
C#CCCC1(CCC(=O)N(CCc2cc(Cl)sc2Cl)Cc2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N2CC(O)CCC2C)N=N1
C#CCCC1(CCC(=O)OCC2CN(C(=O)OC(C)(C)C)CCC23CCC3)N=N1
C#CCCC1(CC(=O)N2CCN(CC(=O)N(CC)CC)CC2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2cc(F)c(F)c([N+](=O)[O-])c2)N=N1
C#CCCCC1(CCCC(=O)N2CCCC(NC(=O)OCc3ccccc3)C2)N=N1
C#CCCC1(CCC(=O)NCC2CC(C(C)(C)C)=NO2)N=N1
C#CCCC1(CCCNC(=O)c2cncc3c(Cl)cccc23)N=N1
C#CCCCC1(CCCC(=O)NC(c2ccccc2)c2ccc(OC(F)F)cc2)N=N1
C#CCCCC1(CCCC(=O)NCCC2(O)CCNC2)N=N1
C#CCCC1(CC(=O)NCCCn2cnc3c2CCCC3)N=N1
C#CCCC1(CCOC(=O)C(CC2CCCO2)C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)OCc2nncn2-c2ccc(F)cc2)N=N1
C#CCCC1(CCC(=O)OC(c2ccccc2)c2ccnn2C)N=N1
C#CCCC1(CCSc2nc(O)cc(=O)n2C)N=N1
C#CCCCC1(CCCC(=O)N2CC(c3nnc(C(=O)OCC)s3)C2)N=N1
C#CCCC1(CCCNC(=O)CCCC(=O)OC)N=N1
C#CCCC1(CCC(=O)NN(c2ccccc2)c2ccccc2)N=N1
C#CCCC1(CCOC(=O)c2ccc(N3CC(C)OC(C)C3)cc2)N=N1
C#CCCC1(CC(=O)NC(CC(=O)OCC)c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N[C@H](C)C2CCCc3ccccc32)N=N1
C#CCCC1(CCCNC(=O)c2nccnc2Sc2ccccc2)N=N1
C#CCCC1(CCC(=O)OC2CCCC(OC)C2)N=N1
C#CCCC1(CC(=O)Nc2ccc(CC(=O)OCC)cc2C(=O)OCC)N=N1
C#CCCCC1(CCCC(=O)OCC2OCCNC2=O)N=N1
C#CCCCC1(CCCC(=O)OCCOc2c(C)cccc2C)N=N1
C#CCCC1(CCNS(=O)(=O)CC2(C#N)CCC2)N=N1
C#CCCCC1(CCCC(=O)NCc2cc([N+](=O)[O-])ccc2OC)N=N1
C#CCCC1(CCOC(=O)C2(C3CCN(C(=O)OC(C)(C)C)CC3)CC2)N=N1
C#CCCC1(CCOC(=O)CSc2ccc(C(C)C)cc2)N=N1
C#CCCC1(CCC(=O)NCC2=NO[C@@H]3CCCC[C@H]23)N=N1
C#CCCCC1(CCCC(=O)NC(C)(C)CCN(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CCN(C(=O)N(C)C)CC2)N=N1
C#CCCC1(CC(=O)NC2CC(c3ncc[nH]3)C2)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(CC(=O)O)n2)N=N1
C#CCCC1(CCNC(=O)C2CCN(C(=O)OC(C)(C)C)[C@@H]3COC[C@@H]23)N=N1
C#CCCC1(CC(=O)NCc2ncccc2Cl)N=N1
C#CCCC1(CCC(=O)Nc2ccccc2C(=O)NCc2ccc3c(c2)OCO3)N=N1
C#CCCC1(CC(=O)NC(c2ccccc2C)C2CCC(C)CC2)N=N1
C#CCCC1(CC(=O)NCC2(O)CCCCCCC2)N=N1
C#CCCC1(CCCNC(=O)[C@H]2CCCN(C(=O)C(C)(C)Oc3ccc(Cl)cc3)C2)N=N1
C#CCCC1(CCC(=O)OCc2cnn(CC(F)F)c2)N=N1
C#CCCC1(CCNS(=O)(=O)c2cc(C(=O)OC)sc2Br)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(C)c(NC(=O)CN(C)C)c2)N=N1
C#CCCC1(CC(=O)Nc2ccoc2C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)N2C[C@@H]3CC[C@]3(C(F)(F)F)C2)N=N1
C#CCCC1(CC(=O)NCCCC(=O)N2CCOc3ccccc32)N=N1
C#CCCCC1(CCCC(=O)N(C)CC(O)COCCOC(C)C)N=N1
C#CCCC1(CCC(=O)N(C)C2CCN(Cc3ccccc3)C2=O)N=N1
C#CCCC1(CCC(=O)NC(CO)CC(C)CC)N=N1
C#CCCC1(CCC(=O)NCCC=C=C)N=N1
C#CCCC1(CCC(=O)Nc2ccccc2N2CCN(C(=O)OCC(C)C)CC2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccc(S(=O)(=O)N(C)C)cc2)N=N1
C#CCCC1(CC(=O)NN(C)C(=O)OCc2ccccc2)N=N1
C#CCCC1(CCNC(=O)c2c(C)noc2-c2ccccc2)N=N1
C#CCCC1(CCNC(=O)CCc2cccc(Br)c2C)N=N1
C#CCCC1(CC(=O)Nc2ccc(F)cc2OCCC)N=N1
C#CCCCC1(CCCC(=O)NCc2ccnc(N3CCOC(C)C3)c2)N=N1
C#CCCC1(CCCNC(=O)C2(n3nccn3)CC2)N=N1
C#CCCC1(CCCNC(=O)c2cc(C3CC3)nc3c2cnn3Cc2ccsc2)N=N1
C#CCCC1(CCC(=O)NC2(c3ccc(Br)cc3)CC(F)C2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccc3c(c2)nnn3C)N=N1
C#CCCC1(CC(=O)N2CC(C)(CCNC(=O)OCc3ccccc3)C2)N=N1
C#CCCC1(CC(=O)OCC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)OC)N=N1
C#CCCC1(CCOC(=O)[C@]23CCC[C@H]2OCC3)N=N1
C#CCCC1(CC(=O)NC(C#N)c2cccnc2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(c3nc(C)c(C(=O)O)[nH]3)CC2)N=N1
C#CCCC1(CCOC(=O)CCCn2ccccc2=O)N=N1
C#CCCC1(CCNC(=O)c2ccc(C)nc2OC)N=N1
C#CCCC1(CCOC(=O)c2cc(C)n(-c3cc(C)cc(C)c3)n2)N=N1
C#CCCC1(CCCNC(=O)c2cc(-c3cnn(C)c3)[nH]n2)N=N1
C#CCCC1(CCC(=O)NCc2cccc(C#N)c2)N=N1
C#CCCCC1(CCCC(=O)Oc2cccc(C(=O)Nc3ccccc3)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(COC)(C(=O)O)CC2)N=N1
C#CCCC1(CCCNC(=O)c2cc3c(C)nn(CC)c3s2)N=N1
C#CCCC1(CC(=O)N[C@H](Cc2ccccc2)c2ccc(Br)cc2)N=N1
C#CCCC1(CCNC(=O)C(C)(C)CCC(=O)O)N=N1
C#CCCC1(CCOC(=O)Cc2ccc(Br)c(Cl)c2)N=N1
C#CCCC1(CCNC(=O)C(C)Sc2ccc(Cl)cc2)N=N1
C#CCCC1(CCC(=O)O[C@H]2C[C@](NC(=O)OC(C)(C)C)(C(=O)OC)C2)N=N1
C#CCCC1(CC(=O)N2CCC(CC(=O)OCC)CC2)N=N1
C#CCCC1(CCCNC(=O)C[C@H](Cc2ccc(F)cc2)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCNC(=O)CCc2ccccc2C(=O)O)N=N1
C#CCCC1(CCC(=O)N(CCCN2CCOCC2)Cc2cccs2)N=N1
C#CCCCC1(CCCC(=O)N2CCS(=O)(=O)C3(CCCCC3)C2)N=N1
C#CCCC1(CCSCC(=O)OC2CCCCC2)N=N1
C#CCCC1(CCC(=O)N2CCOC(c3nc(C(C)(C)C)n[nH]3)C2)N=N1
C#CCCC1(CCOC(=O)c2ccc(=O)n(CCOc3ccccc3Cl)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCOC3CC32)N=N1
C#CCCC1(CCOC(=O)CCCC(=C)C)N=N1
C#CCCC1(CC(=O)N2CC[C@@H](C(N)=O)C[C@@H]2C2CC2)N=N1
C#CCCC1(CCCNC(=O)[C@@H]2CCO[C@H]2c2nccn2C)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)[C@H]2CCCN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCCC1(CCCC(=O)OCc2ccc(C#N)cn2)N=N1
C#CCCC1(CCC(=O)NCCN2C(=O)SC(=Cc3ccccc3)C2=O)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(C(F)(F)F)ccc2OCC)N=N1
C#CCCC1(CCCNC(=O)c2cc(OC)cc(C(=O)O)n2)N=N1
C#CCCC1(CCCNC(=O)CC(c2ccon2)C(F)(F)F)N=N1
C#CCCC1(CCC(=O)NCCc2nccc(C(=O)OCC)n2)N=N1
C#CCCC1(CCC(=O)Nc2cc(Cl)ccc2OC2CCCCC2)N=N1
C#CCCC1(CCC(=O)N(CC)Cc2ccc(OC)cc2OC)N=N1
C#CCCC1(CCC(=O)NCCCNC(=O)c2cccc(Br)c2)N=N1
C#CCCC1(CC(=O)N2C[C@H]3COCC[C@@]3(NC(=O)OC(C)(C)C)C2)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(O)cc(OC)c2)N=N1
C#CCCC1(CCCNC(=O)c2cc(S(=O)(=O)NCC)ccc2C)N=N1
C#CCCC1(CCCNC(=O)Cc2c(Br)cnn2C)N=N1
C#CCCC1(CCOC(=O)c2cc(C)n(-c3cccc(OC)c3)c2C)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(S(N)(=O)=O)c(C)cc2C)N=N1
C#CCCCC1(CCCC(=O)N[C@@H](Cc2ccccn2)C(=O)NC)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(Cl)cn2)N=N1
C#CCCC1(CC(=O)NOCCCC(=O)OC)N=N1
C#CCCC1(CC(=O)N(Cc2sccc2C)CC(C)O)N=N1
C#CCCCC1(CCCC(=O)OCCOc2cc(Br)ccc2Cl)N=N1
C#CCCC1(CCC(=O)Nc2ccc(NS(C)(=O)=O)c(F)c2)N=N1
C#CCCC1(CC(=O)Nc2nc(-c3ccccc3)cn2C(C)C)N=N1
C#CCCC1(CC(=O)OCC2C3CCCOC32)N=N1
C#CCCC1(CCCNC(=O)CCNC(=O)c2cnccn2)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(Br)cc(P(C)(C)=O)c2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2ccc(C(F)(F)F)s2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(Cc3ccc(C)cc3C)C[C@H]2C)N=N1
C#CCCC1(CCC(=O)N(CCC)CC(C)(C)c2ccccc2)N=N1
C#CCCC1(CCCNC(=O)CCc2ccccc2NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)Nc2ccc(NC(=O)C3CC3)nc2)N=N1
C#CCCC1(CCOC(=O)C(C)(C)c2ccc(F)c(C)c2)N=N1
C#CCCC1(CCCNC(=O)C(C)(C)C(=O)N(C)C)N=N1
C#CCCC1(CC(=O)Nc2c(O)cc(Br)cc2Cl)N=N1
C#CCCC1(CCCNC(=O)C(CC(C)C)N2C(=O)C3CC=CCC3C2=O)N=N1
C#CCCC1(CCOC(=O)c2csc(-c3ccc(F)c(F)c3)n2)N=N1
C#CCCC1(CCOC(=O)c2ccc3nnn(C)c3c2)N=N1
C#CCCC1(CC(=O)NC[C@@H](O)[C@H](O)[C@H](O)c2cnn(-c3ccccc3)n2)N=N1
C#CCCC1(CCCNC(=O)CN2CCc3sccc3C2)N=N1
C#CCCC1(CC(=O)OCCSCCCc2ccccc2)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)C23CC4CC(CC(C4)C2)C3)N=N1
C#CCCC1(CCC(=O)NCc2cc(F)ccc2C#C)N=N1
C#CCCCC1(CCCC(=O)NC[C@@H]2OCCN(C)[C@H]2c2ccccc2)N=N1
C#CCCC1(CC(=O)OC2CCN(C=O)CC2)N=N1
C#CCCCC1(CCCC(=O)NC[C@]2(C)CCC[C@H]2NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCNC(=O)C2CN(C3CCOCC3)C2)N=N1
C#CCCC1(CCCNC(=O)C(C2CCCC2)C2CCCC2)N=N1
C#CCCC1(CCCNC(=O)c2oc3cc(Cl)ccc3c2-c2ccccc2)N=N1
C#CCCC1(CCC(=O)N2CCCC(CC=CC)C2)N=N1
C#CCCC1(CCC(=O)N(C)C(C)C(=O)O)N=N1
C#CCCC1(CCC(=O)N(C)C(C)C(=O)NC(C)(C)C)N=N1
C#CCCC1(CC(=O)NC2CCCCCC2CO)N=N1
C#CCCC1(CC(=O)Nc2ccccc2Oc2ccccc2Cl)N=N1
C#CCCCC1(CCCC(=O)NC(CO)c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N(C)[C@H](C)c2ccccc2OC)N=N1
C#CCCC1(CC(=O)NC2CCN(Cc3c[nH]c4ccccc34)CC2)N=N1
C#CCCCC1(CCCC(=O)Oc2cc(F)ccc2Cl)N=N1
C#CCCC1(CCNS(=O)(=O)c2ccoc2C(=O)OC)N=N1
C#CCCC1(CC(=O)N(C)CC2(OC)CC2)N=N1
C#CCCCC1(CCCC(=O)NC(C)(COC)CC(=O)O)N=N1
C#CCCCC1(CCCC(=O)OCC#Cc2ccc(Br)cn2)N=N1
C#CCCC1(CCNC(=O)[C@@H]2[C@H]3C=CN(C(=O)OC(C)(C)C)[C@H]32)N=N1
C#CCCC1(CCC(=O)NCc2ccnn2CC(F)F)N=N1
C#CCCC1(CC(=O)NC2CCN(C)CC2)N=N1
C#CCCCC1(CCCC(=O)NCC(=O)NCCC(=O)OC)N=N1
C#CCCC1(CC(=O)OCc2cnc(OC(C)C)nc2)N=N1
C#CCCC1(CCC(=O)N2CCCC3CNCCC32)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc3c2OCC(=O)N3)N=N1
C#CCCC1(CC(=O)Nc2ccc(C(C)(F)F)cc2)N=N1
C#CCCC1(CC(=O)NCC23CC4CC(CC(N)(C4)C2)C3)N=N1
C#CCCC1(CCCNC(=O)C2Cc3ccccc3OC2C(F)F)N=N1
C#CCCC1(CCCNC(=O)C(F)(F)C(C)(C)O)N=N1
C#CCCC1(CCC(=O)NC2CCCN(CCCO)C2)N=N1
C#CCCC1(CC(=O)Nc2cc(Br)c(F)cc2I)N=N1
C#CCCC1(CCCNC(=O)c2c(Cl)cnn2C(C)C)N=N1
C#CCCC1(CC(=O)N2CC(F)(c3cccc(C(=O)OC)c3)C2)N=N1
C#CCCCC1(CCCC(=O)NCC(CC)Oc2ccccc2C(F)(F)F)N=N1
C#CCCC1(CCCNC(=O)Cc2c(Br)c(CC)nn2C)N=N1
C#CCCC1(CCC(=O)Nc2scc(C)c2Br)N=N1
C#CCCC1(CCC(=O)Nc2cccc(-c3cn(C)nn3)c2)N=N1
C#CCCCC1(CCCC(=O)OCC2(Cc3cccc(Br)c3)CC2)N=N1
C#CCCC1(CC(=O)N(CC(C)C)CC(C)(C)C(=O)O)N=N1
C#CCCC1(CCC(=O)NC2CCc3ccc(C)c(C)c32)N=N1
C#CCCC1(CCCNC(=O)CSCc2ccccc2)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)C2CCN(C(=O)OCC)CC2)N=N1
C#CCCC1(CCC(=O)N2CCN(CC(F)(F)F)C(C)(C)C2)N=N1
C#CCCC1(CC(=O)NNC(=O)CSc2ccncc2)N=N1
C#CCCC1(CCOC(=O)C(C)Oc2cccc(C#N)c2)N=N1
C#CCCC1(CCC(=O)N2CCC2C(C)C)N=N1
C#CCCC1(CC(=O)NNC(=O)Nc2ccc(Cl)cc2)N=N1
C#CCCC1(CC(=O)N(CC2CCCCC2)OCC)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(C(F)(F)C(F)(F)F)cc2)N=N1
C#CCCC1(CCNC(=O)CCNC2=NS(=O)(=O)c3ccccc32)N=N1
