C#CCCC1(CC(=O)Nc2ccc(CSCC)cc2)N=N1
C#CCCC1(CCNC(=O)[C@H]2C[C@H](O)[C@H](O)CO2)N=N1
C#CCCC1(CCNC(=O)c2cn3cc(C(=O)O)ccc3n2)N=N1
C#CCCC1(CCC(=O)Nc2ccccc2SCc2cccc3ccccc23)N=N1
C#CCCC1(CCNS(=O)(=O)c2ccc3ccccc3c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(=C)C2)N=N1
C#CCCC1(CCCNC(=O)c2cccc(CN3CCN(C)CC3)c2)N=N1
C#CCCC1(CC(=O)NC(C)(C)Cc2ccc(Br)cc2)N=N1
C#CCCC1(CC(=O)N2CCc3ccnc(C(=O)OC)c3C2)N=N1
C#CCCC1(CCC(=O)N(Cc2cccnc2)C(C)C)N=N1
C#CCCC1(CCC(=O)OC(c2ccn(C)n2)C2CCCCC2)N=N1
C#CCCC1(CC(=O)OC(c2nc(C)cs2)C(F)(F)F)N=N1
C#CCCC1(CCCNC(=O)C(C)CC(F)F)N=N1
C#CCCC1(CCC(=O)N2CCN(C)CC2CNC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)N=S(C)(=O)C2CC(OC(C)(C)C)C2)N=N1
C#CCCC1(CCNC(=O)C[C@H](CC2CCCCC2)NC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N[C@@H](C)c2cc(Br)no2)N=N1
C#CCCC1(CC(=O)OCc2cc(Br)ccc2OCCC)N=N1
C#CCCC1(CCSC(=S)N2CCCC2)N=N1
C#CCCC1(CCCNC(=O)c2cn(-c3cccnc3)nc2C2CCOCC2)N=N1
C#CCCCC1(CCCC(=O)NCc2ccc(Oc3cc(C)cc(C)c3)c(C)c2)N=N1
C#CCCCC1(CCCC(=O)Nc2cnn(CC(F)F)n2)N=N1
C#CCCC1(CCNS(=O)(=O)c2ccc(I)c(C(=O)OCC)c2)N=N1
C#CCCC1(CCCNC(=O)c2cc(N(C)CCCC)ccc2N)N=N1
C#CCCC1(CCOC(=O)CCc2ccc(CC)cc2)N=N1
C#CCCC1(CCC(=O)NC2CN(C3COC3)C2)N=N1
C#CCCC1(CC(=O)NC(C)Cc2cc(F)cc(OC)c2)N=N1
C#CCCC1(CCNC(=O)C2CCNC2=O)N=N1
C#CCCC1(CCC(=O)NC2CCN(CCOc3ccc(F)cc3)CC2)N=N1
C#CCCC1(CCC(=O)N(Cc2ccc(OC)cc2OC)C(C)C2CCC2)N=N1
C#CCCC1(CCNC(=O)C2CCCN(S(C)(=O)=O)C2)N=N1
C#CCCC1(CCC(=O)NC2CCN(S(=O)(=O)C(C)(C)C)CC2)N=N1
C#CCCC1(CC(=O)N(C)CC(N)=O)N=N1
C#CCCC1(CC(=O)OC(C)C(F)C(=O)OCC)N=N1
C#CCCC1(CCNC(=O)C(C)S(=O)(=O)Cc2cccc(Br)c2)N=N1
C#CCCC1(CCCNC(=O)Cn2cnc3ccccc32)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)c2cc(C(=O)OC)cn2C)N=N1
C#CCCC1(CC(=O)NC2(CC(=O)OC)CS(=O)(=O)C2)N=N1
C#CCCC1(CC(=O)N2CCc3nc(C)n(C)c3C2)N=N1
C#CCCC1(CC(=O)N2CC(S(N)(=O)=O)C2)N=N1
C#CCCCC1(CCCC(=O)NCc2cc(C)[nH]c(=O)c2)N=N1
C#CCCCC1(CCCC(=O)NNc2cc(C(=O)NCC3CCCCC3)ccn2)N=N1
C#CCCC1(CC(=O)Nc2ccc(CCC#N)cc2)N=N1
C#CCCCC1(CCCC(=O)N2CCC3(CC2)Cc2ccccc2C3)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(C)c3[nH]ccc3c2)N=N1
C#CCCC1(CCNC(=O)c2cc(C3CC3)nc3onc(CCC)c23)N=N1
C#CCCC1(CCC(=O)Nc2ccc(Nc3cccc(OC)c3)cn2)N=N1
C#CCCC1(CCC(=O)NCc2cccc(C(=O)NCC)c2)N=N1
C#CCCCC1(CCCC(=O)Nc2nc(-c3ccc(CCCCCC)cc3)cs2)N=N1
C#CCCC1(CCNC(=O)c2cccc3nc(C)nn23)N=N1
C#CCCC1(CC(=O)N2CCC3(C=C(C(=O)O)CO3)CC2)N=N1
C#CCCC1(CCCNC(=O)C(C)Oc2ccc(Oc3ccc(Cl)cc3)cc2)N=N1
C#CCCC1(CCOC(=O)c2ccc(C(=O)OCC)cn2)N=N1
C#CCCC1(CCC(=O)N2C[C@H](NC(=O)OC(C)(C)C)CC[C@H]2C)N=N1
C#CCCCC1(CCCC(=O)NCCSc2ccc(Br)cc2)N=N1
